,Serie,Titulo,Temporada,Número,Clasificacion,Sinopsis,Genero
913,Luther,Luther: Episodio 204,Temporada 2,4,SAM16,"La vida personal y profesional de Luther se sale de control mientras intenta encubrir la muerte de Toby y apaciguar a un receloso Baba. También, debe proteger a Jenny de cualquier otro daño. En el trabajo también hay un asesino en libertad cuyas acciones se rigen por sus dados. ¿Cómo detener a un hombre que ve la vida y la muerte como un juego y cuyas acciones no se pueden predecir?","Crimen, Misterio"
914,Luther,Luther: Episodio 301,Temporada 3,1,SAM16,"Un encuentro casual significa que Luther podría estar a punto de encontrar el amor. Pero nada es fácil —no cuando un asesino fetichista está a la caza ni cuando un acosador de Internet ha cambiado las cosas, ni cuando sus peores enemigos son sus propios colegas.","Misterio, Crimen"
915,Luther,Luther: Episodio 302,Temporada 3,2,SAM16,"Luther descubre que el asesino fetichista está reconstruyendo el pasado. ¿Podrá detenerlo antes de que vuelva a matar? Mientras tanto, Ripley tiene que elegir entre ignorar la poco ortodoxa labor policial de Luther o traicionarlo oficialmente.","Crimen, Misterio"
916,Luther,Luther: Episodio 303,Temporada 3,3,SAM16,"Luther debe enfrentarse a sus demonios cuando un asesino vigilante se embarca en una cruzada para castigar a antiguos delincuentes. Mientras tanto, la campaña dentro de la fuerza para derribarlo no tiene límites, amenazando todo lo que Luther ama y llevándolo a sus límites.","Misterio, Crimen"
917,Luther,Luther: Episodio 304,Temporada 3,4,SAM16,"Acusado de crímenes que no ha cometido, Luther debe trabajar rápidamente para limpiar su nombre y evitar que el asesino vigilante se convierta en un mártir. Pero al convertirse en el objetivo del asesino, no sólo arriesga su propia vida, sino también la de sus seres queridos.","Crimen, Misterio"
918,Luther,Luther: Episodio 401,Temporada 4,1,SAM16,"Durante un permiso de ausencia de la Policía, Luther se esconde en una casa de campo destartalada en las afueras de Inglaterra. Pero una visita de sus antiguos colegas de la policía trae una noticia impactante.","Crimen, Misterio"
919,Luther,Luther: Episodio 402,Temporada 4,2,SAM16,"Tras la pista de un horripilante asesino caníbal, Luther es perseguido a cada paso por fantasmas de su pasado. Aislado y al límite, se necesita cada fibra del ser de Luther para controlarse.","Crimen, Misterio"
920,Luther,Luther: Episodio 501,Temporada 5,1,SAM16,"Mientras que los monstruosos y aparentemente indiscriminados asesinatos se vuelven cada vez más audaces y públicos, Luther y la nueva detective Catherine Halliday se confunden por una compleja maraña de pistas y distracciones que parecen diseñadas para proteger una corrupción intocable.","Crimen, Misterio"
921,Luther,Luther: Episodio 502,Temporada 5,2,SAM16,"La policía y Cornelius se reúnen en la casa de Luther. Con Halliday convencido de que el cuerpo en el servicio forense no es su asesino, ¿podrá Luther dejar a un lado sus problemas y encontrar al verdadero asesino antes de que vuelvan a atacar?","Crimen, Misterio"
922,Luther,Luther: Episodio 503,Temporada 5,3,SAM16,"Con su amigo en peligro y una joven secuestrada por el implacable asesino en serie, ¿podrá Luther proteger al inocente a la vez que evita que la violenta venganza de Cornelius lo consuma? ¿A quién está dispuesto a salvar Luther y a quién no puede soportar perder?","Misterio, Crimen"
923,Luther,Luther: Episodio 504,Temporada 5,4,SAM16,"Con la creciente ausencia de Luther en el caso, Halliday lidera la caza de un monstruo suelto —un asesino decidido a completar su última obra maestra macabra…","Misterio, Crimen"
924,No Man's Land,No Man's Land: Episodio 1,Temporada 1,1,SAM16,Antoine descubre que su hermana fallecida puede seguir con vida y peleando contra ISIS.,"Drama, Guerra"
925,No Man's Land,No Man's Land: Episodio 2,Temporada 1,2,SAM16,Antoine es interrogado. Un voluntario reconoce a Anna en una foto y dice haberla visto en Syria.,"Drama, Guerra"
926,No Man's Land,No Man's Land: Episodio 3,Temporada 1,3,SAM16,Antoine se une a una misión y es atacado por tropas ISIS.,"Drama, Guerra"
927,No Man's Land,No Man's Land: Episodio 4,Temporada 1,4,SAM16,ISIS ataca el pueblo donde se encuentran Antoine y Sarya. Antoine conoce a Shamaran y se lleva una gran sorpresa.,"Drama, Guerra"
928,No Man's Land,No Man's Land: Episodio 5,Temporada 1,5,SAM16,Tras descubrir que no era su hermana Antoine decide abandonar Syria. Nasser se entera que ha sido manipulado.,"Drama, Guerra"
929,No Man's Land,No Man's Land: Episodio 6,Temporada 1,6,SAM16,"La historia de Anna es revelada, incluyendo su viaje a la zona de conflicto de ISIS y suparticipación.","Drama, Guerra"
930,No Man's Land,No Man's Land: Episodio 7,Temporada 1,7,SAM16,"Antoine decide quedarse y pelear como voluntario, pero debe enfrentarse cara a cara con su pasado.","Drama, Guerra"
931,No Man's Land,No Man's Land: Episodio 8,Temporada 1,8,SAM16,Sarya es herida y debe ser llevada a un hospital occidental. Paul descubre que Nasser es un traidor.,"Drama, Guerra"
932,No Man's Land,No Man's Land: Tráiler oficial,Temporada 1,9,SAM16,"La hermana de Antoine lleva varios años declarada muerta, pero él está convencido de que está viva. Viaja a Siria, donde las combatientes kurdas luchan contra ISIS.","Drama, Guerra"
933,Rosemary's Baby,Rosemary's Baby: Noche 1,Temporada 1,1,SAM13,"Rosemary (Zoe Saldana) y Guy (Patrick J. Adams) comienzan una nueva vida en París, donde una buena acción los lleva a una amistad con una pareja rica y poderosa que podría ocultar un secreto oscuro.",Suspenso
934,Rosemary's Baby,Rosemary's Baby: Noche 2,Temporada 1,2,SAM13,"Plagada de ansiedad y malestar, Rosemary (Zoe Saldana) comienza a sospechar cada vez más que su esposo y sus vecinos tienen intenciones ocultas para su hijo no nacido.",Suspenso
935,Step Up,Step Up: Piloto,High Water,1,SAM13,"Después del arresto de su madre, los mellizos Janelle y Tal son enviados a vivir con su tío Al en Atlanta. Janelle se entera de una escuela de artes escénicas, High Water, en su nuevo vecindario, que puede cambiarlo todo.","Drama, Música"
936,Step Up,Step Up: Solo,High Water,2,SAM13,"Janelle lucha en su audición de High Water después de ser obligada a salir de su zona de confort, mientras tanto, Tal se enfrenta a sus matones.","Drama, Música"
937,Step Up,Step Up: El hombre que corre,High Water,3,SAM13,"Tal lucha por mantenerse al día con sus nuevos compañeros de clase, Sage hace un anuncio inesperado y Davis se enfrenta a un problema familiar que podría descarrilar su futuro.","Drama, Música"
938,Step Up,Step Up: Mezcla,High Water,4,SAM13,"Janelle y Dondre parecen no poder ocultar sus verdaderos sentimientos, mientras que las alianzas en High Water enfrentan desafíos.","Drama, Música"
939,Step Up,"Step Up: …5, 6, 7, 8",High Water,5,SAM13,"Los problemas de Sage comienzan a ser tendencia, y Dondre descubre que Janelle le ha estado ocultando un secreto.","Drama, Música"
940,Step Up,Step Up: Dúos,High Water,6,SAM13,"Odalie descubre por qué Davis se ha saltado clases, King está indeciso sobre sus lealtades y Tal finalmente avanza con quien le gusta.","Drama, Música"
941,Step Up,Step Up: Danzamanía,High Water,7,SAM13,"Las tensiones aumentan en la desmesurada fiesta de Dondre y Janelle, mientras que Johnny obliga a Tal a enfrentar la verdad sobre quién es.","Drama, Música"
942,Step Up,Step Up: Conjunto,High Water,8,SAM13,"Poppy y Janelle se abren la una a la otra, mientras Rigo y Dondre lidian con los eventos de la fiesta.","Drama, Música"
943,Step Up,Step Up: Coreografía,High Water,9,SAM13,Rigo se vuelve viral y King le hace una gran revelación a Poppy.,"Drama, Música"
944,Step Up,Step Up: Two Step,High Water,10,SAM13,"Las audiciones de la gira de Sage Odom están en marcha, el tío Al intenta salvar a los mellizos y el turbulento pasado de Collette y East-O llega a un punto crítico.","Drama, Música"
945,Step Up,Step Up: Precisión,High Water,1,SAM13,"Con la inminente gira de Sage, Tal, Dondre, Poppy y Odalie se dan cuenta del esfuerzo requerido para convertirse en un equipo profesional. La muerte de East-O deja a Rigo con preguntas.","Drama, Música"
946,Step Up,Step Up: Spagat,High Water,2,SAM13,La rivalidad en ciernes entre Tal y Zo llega a un punto crítico en el Lit Luau de Dondre. Odalie lleva a Davis a los suburbios para que conozca a sus padres. Rigo recibe una oferta del tío Matty que pone en peligro su relación con Marquise.,"Drama, Música"
947,Step Up,Step Up: Forma,High Water,3,SAM13,"Nine y King desarrollan planes para llevar la música de Rigo al siguiente nivel, mientras que los lazos de Rigo con la calle continúan ejerciendo presión sobre su música y su relación con Poppy. Mientras tanto, Odalie y Davis atraviesan tiempos difíciles y la tensión entre Tal y Zo crece a medida que Sage calienta las cosas en preparación para la gira.","Drama, Música"
948,Step Up,Step Up: Moda,High Water,4,SAM13,"Cuando los bailarines de la gira no pueden soltarse durante una rutina de baile erótico, Sage exige que intenten encontrar a su lado sexy. Las cosas comienzan a ponerse cachondas entre Dondre y Poppy. Sage y Rigo se enfrentan cara a cara.","Drama, Música"
949,Step Up,Step Up: Inversión,High Water,5,SAM13,"Mientras Nine empuja a Sage a moderar sus ambiciones, Collette lo lleva a recordar el pasado para redescubrir sus raíces artísticas. Odalie lucha por encontrar el equilibrio tanto en su vida amorosa como en su baile. Zo lleva a Tal a pasar la noche de su vida... con consecuencias imprevistas.","Drama, Música"
950,Step Up,Step Up: Aislamientos,High Water,6,SAM13,"Tal descubre un inquietante secreto familiar. Sage y los bailarines desarrollan un concepto nuevo y arriesgado. Rigo lidia con sus sentimientos por Poppy, mientras que Poppy y Dondre confrontan sus sentimientos el uno por el otro.","Drama, Música"
951,Step Up,Step Up: Actitud,High Water,7,SAM13,"Odalie, con la ayuda de Davis, intenta superar una lesión debilitante y preservar su lugar en la gira mientras Tal intenta apaciguar su culpa y ganarse el perdón de Odalie. Mientras Rigo sigue en alza, lucha por mantener la paz entre sus amigos y descifrar en quién confiar. Mientras tanto, Dondre finalmente conoce al verdadero Sage Odom.","Drama, Música"
952,Step Up,Step Up: Azonto,High Water,8,SAM13,"Con la canción de Rigo sobre ella volviéndose viral, Poppy debe responder. Collette toma el control total de la gira mientras Sage está fuera. Davis ayuda al tío Al fuera del trabajo.","Drama, Música"
953,Step Up,Step Up: Improvisación,High Water,9,SAM13,"Los bailarines se preparan para la noche de apertura. Zo le da una noticia a Tal, mientras que Sage y Collette hacen una serie de movimientos asombrosos para asegurar el éxito de la gira.","Drama, Música"
954,Step Up,Step Up: Hip-Hopera,High Water,10,SAM13,¡Empieza la gira! Un secreto lo cambia todo entre Dondre y Poppy. Rigo descubre la verdad sobre la muerte de su padre y Odalie tiene su momento para brillar. Tal vive un flash del pasado.,"Drama, Música"
955,The Attaché,The Attaché: Episodio 1,Temporada 1,1,SAM16,Avshalom y su familia se trasladan a París. El sueño pronto se convierte en pesadilla.,Drama
956,The Attaché,The Attaché: Episodio 2,Temporada 1,2,SAM16,"A raíz del ataque terrorista, Avshalom tiene miedo de enfrentarse a las calles. Annabelle lo anima a adaptarse a sus nuevas vidas, pero descubre que es más fácil decirlo que hacerlo.",Drama
957,The Attaché,The Attaché: Episodio 3,Temporada 1,3,SAM16,Annabelle enfrenta desafíos en su nuevo trabajo en la embajada. Avshalom no puede volver a escribir y tiene dificultades para ayudar a Uri con una tarea de escritura para preescolar.,Drama
958,The Attaché,The Attaché: Episodio 4,Temporada 1,4,SAM16,"Annabelle está buscando trabajo para Avshalom. Cuando su padre viene de visita, busca obsesivamente una pieza de repuesto para una licuadora mientras le enseña a Avshalom una importante lección sobre la vergüenza.",Drama
959,The Attaché,The Attaché: Episodio 5,Temporada 1,5,SAM16,"Annabelle intenta persuadir a Avshalom para que use un traje para un próximo evento en la embajada. Después de meterse en problemas con su jefe, Annabelle conoce a un extraño en un bar.",Drama
960,The Attaché,The Attaché: Episodio 6,Temporada 1,6,SAM16,"Annabelle invita a un autor importante a una cena de Shabat, durante la cual se levantan sospechas, se revelan secretos y surgen el racismo y la hipocresía.",Drama
961,The Attaché,The Attaché: Episodio 7,Temporada 1,7,SAM16,"A Annabelle se le ofrece una extensión de su contrato. Se hace una prueba de embarazo que le oculta a Avshalom, quien oculta un vergonzoso incidente suyo.",Drama
962,The Attaché,The Attaché: Episodio 8,Temporada 1,8,SAM16,"Avshalom celebra el cumpleaños de Annabelle trayendo la playa israelí a París. Los abuelos de Uri lo llevan a una cabaña en el bosque, un viaje que pronto se vuelve menos idílico.",Drama
963,The Attaché,The Attaché: Episodio 9,Temporada 1,9,SAM16,"Annabelle establece un ultimátum con respecto a la extensión de su contrato, haciendo que Avshalom elija si permanecerán en París, pero él lucha con la decisión.",Drama
964,The Attaché,The Attaché: Episodio 10,Temporada 1,10,SAM16,Avshalom regresa de una visita a Israel y no sabe cómo decirle a Annabelle que quiere volver allí para siempre. Annabelle se encuentra con una amiga del pasado quien la mete en problemas,Drama
965,Wolf Creek,Wolf Creek: Billabong,Temporada 1,1,SAM16,"Cuando la estadounidense Eve Thorogood y su familia se van de vacaciones a Australia, en el interior, obtienen más de lo que esperaban en la forma de un monstruo llamado Mick Taylor.",Drama
966,Wolf Creek,Wolf Creek: Kutyukutyu,Temporada 1,2,SAM16,"Atormentada por la muerte violenta de sus padres y su hermano, Eve se embarca sola para cruzar el país más remoto de la tierra en su búsqueda de venganza.",Drama
967,Wolf Creek,Wolf Creek: Salt Lake,Temporada 1,3,SAM16,"Al darse cuenta de que Eve lo está cazando, Mick Taylor pone en juego un juego asesino de gato y ratón. Cuando se trata de empujar, Eve no está segura de poder matarlo a sangre fría.",Drama
968,Wolf Creek,Wolf Creek: Opalville,Temporada 1,4,SAM16,"Mientras continúa la ola de asesinatos de Mick, Eve investiga la desaparición de una niña en un caso sin resolver, solo para ser capturada por su depredador... y apenas sale con vida.",Drama
969,Wolf Creek,Wolf Creek: Rome,Temporada 1,5,SAM16,"Disfrazado de camarera en un bar de lencería en un pueblo de paradas en boxes, Eve está al acecho de Mick Taylor. Su sed de venganza no se apagará hasta que él esté muerto.",Drama
970,Wolf Creek,Wolf Creek: Wolf Creek,Temporada 1,6,SAM16,"Atraída al cráter Wolf Creek, Eve se encuentra cara a cara con su cantera: ¿será ella la vencedora o la vencida?",Drama
971,Wolf Creek,Wolf Creek: El Viaje,Temporada 2,1,SAM16,"Un grupo de turistas internacionales se embarcan en una aventura interior de una sola vida, solo para descubrir que su conductor de turismo ha desaparecido y ha sido reemplazado por un misterioso hombre llamado Mick Taylor.","Drama, De terror"
972,Wolf Creek,Wolf Creek: Outback,Temporada 2,2,SAM16,"Al descubrir que Mick los ha dejado en el medio de la nada, el grupo se da cuenta de que su viaje de su vida se ha convertido en una apuesta desesperada por la supervivencia. .","Drama, De terror"
973,Wolf Creek,Wolf Creek: La Persecución,Temporada 2,3,SAM16,"Enfrentando el traumático giro de los acontecimientos y dándose cuenta de que están siendo atacados por Mick, el grupo se dirige hacia una colina en busca de agua y civilización. Pero mientras discuten y pelean, Mick se acerca.","Drama, De terror"
974,Wolf Creek,Wolf Creek: El Canto,Temporada 2,4,SAM16,"Enfrentando el traumático giro de los acontecimientos y dándose cuenta de que están siendo atacados por Mick, el grupo se dirige hacia una colina en busca de agua y civilización. Pero mientras discuten y pelean, Mick se acerca.","Drama, De terror"
975,Wolf Creek,Wolf Creek: El Refugio,Temporada 2,5,SAM16,"Brian, Rebecca, Nina y Oskar encuentran una mina el  cuidador y su familia, mientras que Mick presiona violentamente a Kelly para obtener información sobre su paradero.","Drama, De terror"
976,Wolf Creek,Wolf Creek: El Regreso,Temporada 2,6,SAM16,"Rebecca y Brian llegan a la guarida de Mick en busca de gasolina y Danny, pero Mick les pisa los talones y está loco como el infierno.","Drama, De terror"
977,America To Me,America To Me: ¿Qué es tan importante en Oak Park?,Temporada 1,1,SAM16,"El año escolar comienza en O-P-R-F para el estudiante de primer año Grant, la estudiante de segundo año Tiara y los jóvenes Charles, Terrence y Ke’Shawn. La controversia sobre una asamblea de “Las vidas afroamericanas importan” aún resuena mientras el colegio enfrenta años de inequidad racial.",Documental
978,America To Me,America To Me: Un extraño en el salón,Temporada 1,2,SAM16,"La maestra Jess Stovall interviene en las luchas académicas de Ke’Shawn. Su madre comparte su propia historia de conflictos en O-P-R-F. Kendale, de último año y Chanti, de primer año, lidian con su identidad. El baile de bienvenida es muy especial para Grant.",Documental
979,America To Me,America To Me: No hay dolor que se compare con la lucha,Temporada 1,3,SAM16,"Kendale lucha por convertirse en titular, mientras que Chanti batalla con un trauma emocional. Jess Stovall discute con el director y Jada, de último año, discute con un maestro. El equipo de fútbol de O-P-R-F tiene un juego importante y algunas cuentas que resolver con su archirrival cuyos verdaderos planes se revelan y toman forma, complicando la vida de todos.",Documental
980,America To Me,America To Me: ¡Nada es gracioso sobre la raza!,Temporada 1,4,SAM16,"El conflicto de Jada con un maestro se hace más intenso. El conflicto de Ke’Shawn amenaza sus calificaciones. Grant persigue su primer amor. Terrence adora Halloween, mucho más que el colegio y Charles y Chanti audicionan en pruebas intensas para integrarse a un equipo para el slam de poesía.",Documental
981,America To Me,America To Me: No tengo que pensar Si fuera blanco.,Temporada 1,5,SAM16,"Los estudiantes blancos Caroline y Brendan se unen a la historia. La película de Jada crea críticas mezcladas. Las calificaciones de Terrence están en riesgo. La Navidad ilumina la casa de Kendale, mientras que la familia de Ke´Shawn podría perder la suya. El caso reina en un partido de básquetbol en O-P-R-F.",Documental
982,America To Me,America To Me: ¡Escuchen el poema!,Temporada 1,6,SAM16,El semestre de primavera trae nuevos desafíos. Jada choca con la joven Diane por su nueva película. Brendan recuerda el básquetbol del pasado con una carga racial. Tiara y el escuadrón de porristas van por el oro. El equipo de poesía de Charles enfrenta un desafío épico.,Documental
983,America To Me,America To Me: Un Tsunami de privilegios,Temporada 1,7,SAM16,"Jess Stovall  da todo para involucrar a Ke´Shawn cuya situación se volvió complicada. Kendale lucha por avanzar en los playoffs, mientras que su compañero de equipo Gabe enfrenta desafíos inesperados. Terrence mejora con la ayuda de su madre. La ira estalla con el proyecto de una nueva alberca.",Documental
984,America To Me,America To Me: Nadie puede detenerte,Temporada 1,8,SAM16,Chanti descubre una verdad devastadora sobre abuelos. Los padres de Brendan le hacen una oferta que él rechaza. La ansiedad de Caroline le cobra factura. Kendale y su equipo persiguen el sueño de obtener una victoria final.,Documental
985,America To Me,America To Me: La playera invisible,Temporada 1,9,SAM16,"Kendale visita una universidad, mientras que Terrence asiste a una corte. Tiara y su madre tienen problemas por las calificaciones. Jess Stovall presiona a la administración para que adopten su programa de apoyo a docentes. Llega la graduación y la madre de Kendale está muy emocionada.",Documental
986,America To Me,America To Me: América será…,Temporada 1,10,SAM16,"Es ahora o nunca para Tiara en química. Chanti se abstrae y Ke’Shawn no reacciona. Terrence ve hacia el futuro. Diane intenta superar el pasado. Caroline lucha con su perfección, mientras que O-P-R-F batalla con un liderazgo imperfecto. Kendale, Jada y Gabe celebran la graduación.",Documental
987,And Then There Were None,And Then There Were None: Parte 1,Temporada 1,1,SAM13,"Esta película original de dos partes de Lifetime sigue a diez extraños con pasados ​​dudosos que son atraídos a Soldier Island, una roca aislada cerca de la costa de Devon en el sur de Inglaterra. Parte 1 de 2.","Crimen, Drama"
988,And Then There Were None,And Then There Were None: Parte 2,Temporada 1,2,SAM13,"Con la muerte de los invitados en la Isla del Soldado, uno por uno, de acuerdo con las reglas de la canción de cuna ""Diez niños soldados pequeños"", los invitados sobrevivientes corren el peligro de perder la cabeza. Parte 2 de 2.","Crimen, Drama"
989,And Then There Were None,And Then There Were None: Parte 3,Temporada 1,3,SAM13,Quedan cinco de los diez originales. Los ánimos se desmoronan cuando cae la noche y el juez Wargrave explica la razón por la que lo llevaron a la isla.,"Crimen, Drama"
990,Blindspotting,Blindspotting: La prueba,Temporada 1,1,SAM16,"Con dos botellas de champán, Ashley vuelve a casa para dar la bienvenida al año nuevo con Miles, su incondicional novio desde hace 12 años y padre de su hijo Sean. Pero todo cambia en su vida cuando da la vuelta a la esquina y se encuentra a la policía llevándose a Miles de su casa y metiéndolo en una patrulla.",Drama
991,Blindspotting,Blindspotting: La raqueta,Temporada 1,2,SAM16,"Es el día que dictan la sentencia de Miles y la tensión es muy fuerte para Ashley, Rainey y Trish mientras esperan la sentencia del juez. Cuando el mazo resuena en la sala, el día de Ashley se ve irremediablemente desbocado a la destrucción. Rainey va de compras para Sean.",Drama
992,Blindspotting,Blindspotting: La regla de tres,Temporada 1,3,SAM16,"Sin la presencia de su padre, Sean empieza a estar fuera de control. Es momento de que Ashley tome una decisión difícil como madre para educar a su hijo, Rainey y la familia Turner le enseñan la ""regla de tres"". Trish tiene un día muy, muy malo.",Drama
993,Blindspotting,Blindspotting: Los cuatro huslateers,Temporada 1,4,SAM16,Ashley y Rainey inician una relación cercana al tratar asuntos con la marihuana de Miles. Earl recibe la visita de su agente de libertad condicional que le comunica un nuevo requisito para su libertad. Las citas de Janelle no van del todo bien..,Drama
994,Blindspotting,Blindspotting: Las perras viajan,Temporada 1,5,SAM16,"Ashley no acude al día de visita con Miles. Convencida de que ayudará a Ashley a superar el trauma emocional de su situación, Janelle convence a Ashley para que la acompañe en un viaje a la playa, Trish y Jacque se auto-invitan. Earl tiene su primera entrevista de trabajo.",Drama
995,Blindspotting,Blindspotting: Papá fantasma,Temporada 1,6,SAM16,"Ashley está muy presionada porque no sabe cómo decirle a Sean que su padre está en la cárcel, así que trata el problema con Miles en su cabeza para acordar cómo decírselo.",Drama
996,Blindspotting,Blindspotting: Seannie Darko,Temporada 1,7,SAM16,"Sean tiene un mal día, así que la familia va al boliche para intentar animarlo. Mientras tanto, Trish y Jacque descubren cómo ser finalmente sus propias jefas. Earl al fin consigue su burrito",Drama
997,Blindspotting,Blindspotting: Casarse o morir,Temporada 1,8,SAM16,Ashley lleva a toda la familia a visitar a Miles. Earl se dirige a su primer día de trabajo en los puertos pero se encuentra con un semáforo en rojo cuando regresa a los muelles.,Drama
998,Boss,Boss: Cuerpos de Lewy,Temporada 1,1,SAM16,El alcalde Tom Kane (Kelsey Grammer) espera como una araña en el centro de su telaraña de poder en la ciudad de Chicago; una telaraña hecha sobre un convenio con la gente.,Drama
999,Boss,Boss: Reflejo,Temporada 1,2,SAM16,"Una nueva fuerza política ingresa al juego a pocas semanas de las primarias. Cuando la Legislatura de la ciudad entorpece el camino de Kane, el alcalde y su equipo deben esforzarse para mantener la delantera. Mientras tanto, Meredith recibe noticias perturbadoras que aumentan sus sospechas con relación al secreto de su marido.",Drama
1000,Boss,Boss: Traga,Temporada 1,3,SAM16,"Mientras la campaña de Zajac gana empuje, Kane enfrenta dificultades para adaptarse a su nueva condición. Una embarazosa revelación en los medios toma al gobernador Cullen por sorpresa mientras Miller descubre una historia que va más allá de lo que esperaba.",Drama
1001,Boss,Boss: Yerra,Temporada 1,4,SAM16,"Kane se da cuenta que está perdiendo el control, tanto política como personalmente. Mientras tanto, sus seguidores empiezan a cuestionar su confianza en el alcalde. Zajac se aventura en terreno desconocido durante su campaña y Miller sigue buscando respuestas.",Drama
1002,Boss,Boss: Recordado,Temporada 1,5,SAM16,"Cuando salen a la luz informaciones que estaban enterradas, Kane y su equipo intentan controlar a los medios para evitar una revuelta pública. Las elecciones primarias están cada vez más cerca y ellos tendrán que hacer lo que sea necesario para encubrir la situación y mantenerse en la cima.",Drama
1003,Boss,Boss: Escupitajo,Temporada 1,6,SAM16,"Kane se aleja sin aviso previo de la intendencia cuando su imagen política atraviesa un período de baja. Las elecciones se acercan y necesitará ayuda para calmar la tormenta. Kitty, en un impasse emocional, toma una osada actitud, mientras Meredith, cada vez más desconfiada del comportamiento de Kane, busca sus propias oportunidades.",Drama
1004,Boss,Boss: Inmovilidad,Temporada 1,7,SAM16,"A pocos días de las elecciones, poco a poco Kane retoma el poder en la intendencia. Aunque una ligera movida política pueda ayudarlo a identificar a sus adversarios, ¿hacer lo impensable podrá ayudar a mejorar su imagen pública a tiempo?",Drama
1005,Boss,Boss: Elegir,Temporada 1,8,SAM16,"Día de elecciones. La compulsa se aproxima y, mientras los candidatos llevan adelante sus campañas, Kane y Stone deberán hacer lo suyo para manipular la máquina política. El mundo de Emma se pone patas para arriba mientras Meredith debe esforzarse para probar su fidelidad a Kane.",Drama
1006,Boss,"Boss: Hechos, no palabras",Temporada 2,1,SAM16,"Tom Kane afianza su legado como Alcalde con una ceremonia que celebra la inauguración de las nuevas y modernas terminales del aeropuerto O'Hare. Ahora Kane ve hacia el futuro, preparando una idea sobre revitalizar un proyecto de viviendas subsidiadas. Mientras su futuro parece brillar, Kane continua luchando por mantener en control su enfermedad.",Drama
1007,Boss,Boss: De la cabeza a los pies,Temporada 2,2,SAM16,"Kane utiliza una tragedia personal como trampolín para su agenda personal. Intenta solidificar su fracturado círculo interno incorporando a la asistente de su némesis, Mona Fredricks, y contratando al ambicioso Ian Todd, pero, ¿será esto suficiente para sellar las grietas?",Drama
1008,Boss,Boss: Ablución,Temporada 2,3,SAM16,"Kane se siente cada vez más atraído a  su nueva asistente en jefe, Mona Fredricks, dejándose llevar por su pasión por el proyecto de vivienda subsidiada. Ben Zajac y su esposa, Maggie, corren el riesgo de apartarse de Kane cuando toman el control de la campaña por la gubernatura de Zajac.",Drama
1009,Boss,Boss: Redención,Temporada 2,4,SAM16,"Kane toma un giro sobre la manera como hace las cosas al sacar el proyecto de viviendo de las redes de corrupción que plagan su ciudad. El joven asistente de Kane, Ian, lleva un peligroso secreto y se las arregla para ocultarlo de Kane. Kane intenta acercarse a Meredith, su esposa y a Emma, su hija, pero sus intentos por lograr tener una familia armoniosa, resultan desastrosos.",Drama
1010,Boss,Boss: Manía,Temporada 2,5,SAM16,Kane ordena limpiar la corrupción y arresta a varios miembros de su propio equipo político. Kitty O¿Neil choca con la campaña de Zajac mientras comienza la subida. Kane pierde el control cuando los síntomas de su enfermedad mental alcanzan un punto climático y pierda la capacidad de distinguir entre sus alucinaciones y la realidad.,Drama
1011,Boss,Boss: Fantasmas del pasado,Temporada 2,6,SAM16,"Kane se ve arrastrado con su proyecto de vivienda, por una escalada de inestabilidad y caos. Mientras la ciudad está en llamas, Kane busca en secreto, un nuevo tratamiento en una clínica alternativa donde es perseguido por su pasado. En ausencia de Kane, Meredith, su esposa, toma el papel de alcaldesa.",Drama
1012,Boss,Boss: La conversación,Temporada 2,7,SAM16,"El tratamiento alternativo de Kane parece haber hecho efecto y ha regresado a tomar el control de su ciudad. Meredith toma posición absoluta de su papel como la primera dama de Chicago, pero descubre muy pronto, la obsesión que siente Kane por su asistente, Mona. Kane debe remediar la percepción pública sobre él, aunque esto implique dañar a un viejo amigo.",Drama
1013,Boss,Boss: Consecuencia,Temporada 2,8,SAM16,"Kane logra salvar a la ciudad de la bancarrota al realizar alianzas con sus adversarios en la alcaldía. Pero ahora, Kane debe decidir si va a dar ciertas concesiones que debilitarían su maquinaria política. Zajac logra salvar su campaña por la gubernatura a través de un inesperado momento de sinceridad. Ian descubre una manera de estrechar sus lazos con la familia Kane.",Drama
1014,Boss,Boss: Definiciones,Temporada 2,9,SAM16,"Chicago está en bancarrota y un equipo nuevo llega para tomar control de la ciudad, pero perder su poder como alcalde no es lo peor que podría suceder a Kane, ya que varios adversarios suyos como el editor del Sentinel, Sam Miller, amenaza con exponer la enfermedad y corrupción del alcalde. ¿Tiene Kane un as bajo la manga o se irá hasta el fondo con su ciudad?",Drama
1015,Boss,Boss: Verdades reveladas,Temporada 2,10,SAM16,"Cuando las facultades mentales de Kane se deterioran más, el editor del Sentinel, Sam Miller, está a punto de publicar una historia que lo destruirá por completo. Pero sin que Kane lo sepa, Kitty es la verdadera amenaza cuando decide definir dónde está su lealtad. Cuando las probabilidades se ponen en contra de Kane, se verá forzado a revelar lo impensable con tal de mantenerse en la cima.",Drama
1016,Chasing Life,Chasing Life: Piloto,Temporada 1,1,SAM13,La vida de una mujer de veintitantos años está a punto de cambiar para siempre.,Drama
1017,Chasing Life,Chasing Life: Se solicita ayuda,Temporada 1,2,SAM13,April lucha contra la revelación acerca de su salud mientras busca obtener una tarea dura en el trabajo.,Drama
